NFE,ITE,f0,f1,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
100,0,1.2187153047214774,1.2221248444858586,0.5008892753659446,0.3523021600637468,0.40730109228926037,0.882542114465267,0.6281566751929917,0.8533961701883668,0.3768392775572542,0.20712640998023457,0.22734246455308127,0.36354047992649674,0.7591648983950785,0.8831498790418355
100,0,1.5433406284045486,0.08954804507747795,0.03689672255293042,0.7303750475009616,0.26703347294608926,0.3961132672509482,0.676842616067423,0.09499825947733198,0.5028765260165105,0.4539211513114092,0.7297268625202937,0.6251982978650648,0.46890040043093073,0.9011861532137138
100,0,0.09577553454740252,1.9448484407065791,0.9686744837288246,0.9368058408322495,0.06601401016680275,0.2437146298253985,0.430530946530818,0.06772526105530186,0.4060899852559323,0.018302748728133755,0.5178766298815312,0.6126871412518806,0.7379370781953682,0.48553769903927324
100,0,0.1047177042224563,1.5993833144456917,0.9583774921707648,0.8127064529822345,0.8230686133345224,0.3398443900303818,0.9109231565548332,0.44493097317733743,0.18723125430711396,0.39605999136749626,0.24509063814899434,0.381221626419219,0.44672756550484327,0.38794635980378156
100,0,1.7590728860878266,0.04320781403113925,0.01563404166153104,0.7978718764363304,0.7992956137546445,0.7871417702735037,0.6580399067903746,0.5942007236629387,0.8473210646689293,0.28477208288862643,0.7012277144620802,0.22331981449380334,0.7935686297014881,0.192079363130923
100,0,2.283236530291141,0.01531070739594986,0.0042689195071610175,0.26809674116888793,0.1134368756262556,0.259979694017616,0.9979637686115037,0.9940909618879545,0.49698415651110683,0.9044167120168964,0.9781643387740155,0.8034283335295918,0.564215690298129,0.29511311096842463
100,0,1.125197671768036,1.2593712267044768,0.5357832244948202,0.5679484851076055,0.5415970540781538,0.47668889089199995,0.7934951491107574,0.5536105863160208,0.723694641382175,0.8569222006517219,0.8925683165325171,0.6620694032749423,0.0687779701573541,0.7216892768466538
100,0,0.18528080468591882,1.4696193537635007,0.9201600240990684,0.6834654008429468,0.5490115731009724,0.6357539831417096,0.5844523311525625,0.5127236288864787,0.22540785016308185,0.6461116386275891,0.2431673966704082,0.5844937027446526,0.5132259674084687,5.589333939208796E-4
100,0,1.431346540781438,0.1452964601016165,0.06440287807258915,0.7310560655447758,0.07406621859429285,0.3245054700597676,0.6020721712231061,0.48073498618764643,0.30787492730939503,0.7945541304258827,0.5572083530963594,0.6699403675508426,0.4199370889125209,0.5084096767014634
100,0,1.2697497475192003,0.38020305439805857,0.1852150631696512,0.4388540234873981,0.4953320614337595,0.24019887320366062,0.5576636480242927,0.7038267136981906,0.19733121311571655,0.3190354391683734,0.7393033388245491,0.3707999655954115,0.3994349267276214,0.5299014912858786
100,0,1.6782878157555172,0.04925866391696502,0.018679775287237854,0.4621224231941252,0.3008934226443045,0.5695134383404454,0.8323585423887121,0.7111380290902845,0.7407003386643722,0.21920397254872448,0.5513910309967254,0.4912563875370515,0.8821735733178582,0.06124992610703739
100,0,0.2082974981762335,1.4313591364610347,0.9080021652612194,0.2097811578264266,0.6490735162491788,0.5080449581703974,0.41781456955410334,0.2057755743486014,0.4879385479901919,0.19101810749059922,0.2880222490679383,0.37404623359476785,0.47534099776624283,0.20070656095608164
200,1,0.1047177042224563,1.5993833144456917,0.9583774921707648,0.8127064529822345,0.8230686133345224,0.3398443900303818,0.9109231565548332,0.44493097317733743,0.18723125430711396,0.39605999136749626,0.24509063814899434,0.381221626419219,0.44672756550484327,0.38794635980378156
